Season,Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Status,Venue
2023,2023-07-30T18:00:00Z,York United,HFX Wanderers,0,2,FINISHED,York Lions Stadium
2023,2023-08-05T01:00:00Z,Cavalry,Forge,3,0,FINISHED,ATCO Field
2023,2023-08-05T23:00:00Z,Atlético Ottawa,York United,3,3,FINISHED,TD Place Stadium
2023,2023-08-06T21:00:00Z,Vancouver FC,Valour,0,0,FINISHED,Willoughby Community Park at the Langley Events Centre
2023,2023-08-07T18:00:00Z,HFX Wanderers,Pacific,1,2,FINISHED,Wanderers Grounds
2023,2023-08-12T00:00:00Z,Valour,Cavalry,3,2,FINISHED,Princess Auto Stadium
2023,2023-08-12T19:00:00Z,HFX Wanderers,Vancouver FC,3,0,FINISHED,Wanderers Grounds
2023,2023-08-12T23:00:00Z,Forge,York United,3,3,FINISHED,Hamilton Stadium
2023,2023-08-13T20:30:00Z,Pacific,Atlético Ottawa,0,1,FINISHED,Starlight Stadium
2023,2023-08-19T00:00:00Z,Valour,Atlético Ottawa,1,3,FINISHED,Princess Auto Stadium
2023,2023-08-19T20:00:00Z,Vancouver FC,Pacific,3,2,FINISHED,Willoughby Community Park at the Langley Events Centre
2023,2023-08-19T23:00:00Z,Forge,HFX Wanderers,1,1,FINISHED,Hamilton Stadium
2023,2023-08-20T21:00:00Z,Cavalry,York United,2,1,FINISHED,ATCO Field
2023,2023-08-25T23:30:00Z,York United,Vancouver FC,2,1,FINISHED,York Lions Stadium
2023,2023-08-26T19:00:00Z,HFX Wanderers,Valour,3,0,FINISHED,Wanderers Grounds
2023,2023-08-26T23:00:00Z,Atlético Ottawa,Forge,0,0,FINISHED,TD Place Stadium
2023,2023-08-27T21:00:00Z,Cavalry,Pacific,1,0,FINISHED,ATCO Field
2023,2023-09-02T20:00:00Z,Pacific,Valour,2,1,FINISHED,Starlight Stadium
2023,2023-09-02T23:00:00Z,Atlético Ottawa,Cavalry,1,2,FINISHED,TD Place Stadium
2023,2023-09-03T21:00:00Z,Vancouver FC,Forge,0,3,FINISHED,Willoughby Community Park at the Langley Events Centre
2023,2023-09-04T18:00:00Z,HFX Wanderers,York United,1,2,FINISHED,Wanderers Grounds
2023,2023-09-08T23:00:00Z,York United,Valour,1,3,FINISHED,York Lions Stadium
2023,2023-09-09T02:00:00Z,Pacific,HFX Wanderers,1,1,FINISHED,Starlight Stadium
2023,2023-09-09T23:00:00Z,Forge,Cavalry,0,0,FINISHED,Hamilton Stadium
2023,2023-09-10T02:00:00Z,Vancouver FC,Atlético Ottawa,2,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2023,2023-09-12T22:00:00Z,HFX Wanderers,Cavalry,1,2,FINISHED,Wanderers Grounds
2023,2023-09-13T21:30:00Z,Atlético Ottawa,Pacific,1,1,FINISHED,TD Place Stadium
2023,2023-09-16T21:00:00Z,Cavalry,Vancouver FC,2,1,FINISHED,ATCO Field
2023,2023-09-17T18:00:00Z,Valour,Forge,2,3,FINISHED,Princess Auto Stadium
2023,2023-09-17T21:00:00Z,York United,Pacific,1,4,FINISHED,York Lions Stadium
2023,2023-09-18T22:00:00Z,HFX Wanderers,Atlético Ottawa,3,2,FINISHED,Wanderers Grounds
2023,2023-09-21T00:00:00Z,Valour,Vancouver FC,0,1,FINISHED,Princess Auto Stadium
2023,2023-09-23T17:00:00Z,York United,Cavalry,0,1,FINISHED,York Lions Stadium
2023,2023-09-23T20:00:00Z,Vancouver FC,HFX Wanderers,2,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2023,2023-09-23T23:00:00Z,Forge,Pacific,3,1,FINISHED,Hamilton Stadium
2023,2023-09-24T18:00:00Z,Atlético Ottawa,Valour,0,1,FINISHED,TD Place Stadium
2023,2023-09-30T01:00:00Z,Cavalry,Valour,2,1,FINISHED,ATCO Field
2023,2023-09-30T18:00:00Z,HFX Wanderers,Forge,2,1,FINISHED,Wanderers Grounds
2023,2023-09-30T21:00:00Z,Pacific,Vancouver FC,1,2,FINISHED,Starlight Stadium
2023,2023-10-01T17:00:00Z,York United,Atlético Ottawa,1,0,FINISHED,York Lions Stadium
2023,2023-10-06T23:30:00Z,Valour,HFX Wanderers,0,1,FINISHED,Princess Auto Stadium
2023,2023-10-07T02:30:00Z,Vancouver FC,York United,1,2,FINISHED,Willoughby Community Park at the Langley Events Centre
2023,2023-10-07T21:00:00Z,Cavalry,Pacific,3,0,FINISHED,ATCO Field
2023,2023-10-07T21:00:00Z,Forge,Atlético Ottawa,0,1,FINISHED,Hamilton Stadium
2023,2023-10-12T02:00:00Z,Pacific,York United,1,0,FINISHED,Starlight Stadium
2023,2023-10-14T18:00:00Z,HFX Wanderers,Pacific,0,1,FINISHED,Wanderers Grounds
2023,2023-10-14T21:00:00Z,Cavalry,Forge,1,2,FINISHED,ATCO Field
2023,2023-10-21T20:00:00Z,Cavalry,Pacific,2,1,FINISHED,ATCO Field
2023,2023-10-28T22:00:00Z,Forge,Cavalry,2,1,FINISHED,Hamilton Stadium
