Season,Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Status,Venue
2024,2024-10-05T21:00:00Z,Pacific,Cavalry,1,4,FINISHED,Starlight Stadium
2024,2024-10-06T18:00:00Z,Valour,Forge,0,1,FINISHED,Princess Auto Stadium
2024,2024-10-06T21:00:00Z,Inter Toronto,Atlético Ottawa,1,0,FINISHED,York Lions Stadium
2024,2024-10-11T00:00:00Z,Inter Toronto,Pacific,1,2,FINISHED,York Lions Stadium
2024,2024-10-12T20:00:00Z,Forge,Atlético Ottawa,0,2,FINISHED,Hamilton Stadium
2024,2024-10-12T23:00:00Z,Cavalry,HFX Wanderers,2,1,FINISHED,ATCO Field
2024,2024-10-13T21:00:00Z,Vancouver FC,Valour,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-10-19T20:00:00Z,Pacific,Forge,1,0,FINISHED,Starlight Stadium
2024,2024-10-19T20:00:00Z,Valour,Cavalry,1,2,FINISHED,Princess Auto Stadium
2024,2024-10-19T20:00:00Z,Atlético Ottawa,Vancouver FC,0,0,FINISHED,TD Place Stadium
2024,2024-10-19T20:00:00Z,HFX Wanderers,Inter Toronto,2,1,FINISHED,Wanderers Grounds
2024,2024-10-23T23:30:00Z,Inter Toronto,Pacific,2,0,FINISHED,York Lions Stadium
2024,2024-10-27T17:00:00Z,Atlético Ottawa,Inter Toronto,2,2,FINISHED,TD Place Stadium
2024,2024-10-27T20:15:00Z,Forge,Cavalry,0,1,FINISHED,Hamilton Stadium
2024,2024-11-02T20:00:00Z,Forge,Atlético Ottawa,1,0,FINISHED,Hamilton Stadium
2024,2024-11-09T20:00:00Z,Cavalry,Forge,2,1,FINISHED,ATCO Field
