playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SuccessfulPassesOppositionHalf,TotalFoulsWon,TotalUnsuccessfulPasses(ExclCrosses&Corners),Starts,Duels,AerialDuelsWon,GroundDuelsLost,SuccessfulLongPasses,DuelsWon,SavesMadeFromOutsideBox,TotalSuccessfulPasses(ExclCrosses&Corners),ForwardPasses,GroundDuels,SuccessfulPassesOwnHalf,YellowCards,Interceptions,PenaltyGoalsConceded,PenaltiesFaced,UnsuccessfulPassesOppositionHalf,Appearances,CleanSheets,SavesMadeFromInsideBox,LeftsidePasses,SavesMade,UnsuccessfulPassesOwnHalf,Recoveries,SavesMade-Parried,Index,OpenPlayPasses,GoalkeeperSmother,Catches,DuelsLost,SuccessfulShortPasses,CrossesNotClaimed,GamesPlayed,GkUnsuccessfulDistribution,TotalPasses,TotalClearances,Punches,Drops,Touches,SavesMade-Caught,SuccessfulOpenPlayPasses,TotalLossesOfPossession,RightsidePasses,TimePlayed,CornersWon,UnsuccessfulLongPasses,GoalsConcededOutsideBox,UnsuccessfulLaunches,AerialDuels,GroundDuelsWon,GkSuccessfulDistribution,GoalsConcededInsideBox,SuccessfulLaunches,UnsuccessfulShortPasses,WinningGoal,AerialDuelsLost,SubstituteOn,TotalFoulsConceded,SubstituteOff,SavesFromPenalty,PenaltiesSaved,TotalTackles,LastManTackle,TacklesWon,PenaltiesConceded,TacklesLost,SuccessfulDribbles,KeyPasses(attemptAssists),Putthrough/blockedDistribution,Putthrough/blockedDistributionWon,HomeGoals,AwayGoals,FoulAttemptedTackle,OwnGoalScored,TotalShots,ShotsOffTarget(incWoodwork),TotalTouchesInOppositionBox,UnsuccessfulCornersIntoBox,CornersTaken(inclShortCorners),ThrowInsToOwnPlayer,ThrowInsToOppositionPlayer,SuccessfulCrosses&Corners,UnsuccessfulCrossesOpenPlay,BackwardPasses,UnsuccessfulCrosses&Corners,SuccessfulCornersIntoBox,UnsuccessfulDribbles,GoalAssists,ShotsOnTarget(IncGoals),ThroughBalls,Assists(intentional),AttemptsFromSetPieces,TimesTackled,BlockedShots,SuccessfulLay-offs,Blocks,SuccessfulCrossesOpenPlay,HandballsConceded,StraightRedCards,TotalRedCards,RedCards-2ndYellow,Offsides,ClearancesOffTheLine,FoulWonPenalty,GoalsFromInsideBox,RightFootGoals,Goals,HeadedGoals,GoalsFromOutsideBox,LeftFootGoals,OtherGoals,SecondGoalAssists,PenaltiesTaken,PenaltyGoals,SetPiecesGoals,UnsuccessfulLay-offs
cpl::Football_Player::95c5a896975b488cb559f52bde46d3d4,R. Yesli,Wanderers,Goalkeeper,2022,goalkeeper,9,810,0,0,0,0,0,0,0,0,1,0,0,0,100,52.0,8,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,1.0,109.0,9.0,3.0,2.0,,42.0,3.0,10.0,118.0,160.0,1.0,88.0,,,1.0,1.0,89.0,9.0,4.0,15.0,37.0,26.0,20.0,60.0,6.0,10.0,114.0,,3.0,,76.0,,9.0,39.0,227.0,5.0,1.0,,292.0,,71.0,110.0,30.0,810.0,,104.0,2.0,40.0,2.0,1.0,65.0,6.0,9.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::a86a1a3737bc4895b1340dc348ae5b09,S. Melvin,Pacific,Goalkeeper,2022,goalkeeper,4,273,0,0,0,0,0,0,0,0,0,0,0,0,100,64.0,4,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,,22.0,3.0,1.0,1.0,,8.0,1.0,5.0,38.0,37.0,,33.0,,,1.0,1.0,17.0,4.0,1.0,1.0,12.0,6.0,5.0,24.0,1.0,10.0,19.0,1.0,2.0,,30.0,,4.0,11.0,60.0,2.0,2.0,,86.0,,15.0,23.0,11.0,273.0,,22.0,,6.0,1.0,,30.0,4.0,3.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::655a241e039a4965b7f38990c3f8d981,E. Himaras,Valour,Goalkeeper,2022,goalkeeper,10,879,0,0,0,0,0,0,0,1,0,0,0,0,0,73.0,13,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,,64.0,9.0,1.0,,1.0,39.0,,14.0,170.0,126.0,1.0,147.0,,,1.0,1.0,59.0,10.0,1.0,14.0,61.0,28.0,5.0,79.0,8.0,10.0,132.0,3.0,7.0,1.0,131.0,,10.0,26.0,234.0,4.0,,1.0,332.0,,108.0,66.0,47.0,879.0,,63.0,2.0,16.0,,,98.0,11.0,11.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::72e65d5165df41d198c80f48acb6e327,D. Murasiranwa,Valour,Goalkeeper,2022,goalkeeper,8,675,0,0,0,0,0,0,0,1,2,0,0,0,66,59.0,11,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,2.0,65.0,7.0,5.0,2.0,1.0,45.0,3.0,4.0,92.0,121.0,2.0,70.0,,1.0,2.0,2.0,43.0,8.0,1.0,20.0,13.0,24.0,22.0,78.0,6.0,10.0,65.0,2.0,4.0,2.0,47.0,,8.0,25.0,157.0,6.0,2.0,1.0,252.0,,37.0,68.0,23.0,675.0,,62.0,,17.0,3.0,1.0,92.0,11.0,11.0,3.0,0.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::0a71cc5786ac4cb6a42caa6d849c2129,C. Kalongo,Forge,Goalkeeper,2022,goalkeeper,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.0,1.0,,,,2.0,,1.0,21.0,6.0,,21.0,,,,,1.0,1.0,,2.0,8.0,3.0,1.0,7.0,,10.0,16.0,,,,19.0,,1.0,,23.0,,,,31.0,,14.0,2.0,9.0,90.0,,2.0,,2.0,,,12.0,2.0,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::2780a63e2bc74d368e239e9e42851d4c,J. Sirois,Montréal,Goalkeeper,2022,goalkeeper,19,1710,0,0,0,0,0,0,0,0,5,0,1,0,80,68.0,26,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,5.0,162.0,19.0,16.0,8.0,2.0,86.0,12.0,20.0,338.0,271.0,6.0,295.0,1.0,,3.0,6.0,106.0,19.0,5.0,29.0,117.0,49.0,56.0,141.0,12.0,10.0,297.0,5.0,13.0,4.0,252.0,,19.0,59.0,500.0,28.0,11.0,2.0,699.0,1.0,223.0,166.0,112.0,1710.0,1.0,158.0,5.0,58.0,10.0,4.0,181.0,21.0,10.0,4.0,0.0,2.0,,,,3.0,3.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::d7a3107cbc0c426399a5c65c18e39d14,N. Giantsopoulos,Vancouver FC,Goalkeeper,2022,goalkeeper,18,1551,0,0,1,0,0,0,0,0,4,0,3,0,100,68.0,21,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,4.0,125.0,18.0,13.0,7.0,1.0,87.0,12.0,28.0,261.0,245.0,6.0,205.0,3.0,1.0,6.0,6.0,97.0,18.0,6.0,20.0,81.0,49.0,28.0,164.0,10.0,10.0,180.0,2.0,18.0,1.0,174.0,,18.0,53.0,386.0,23.0,5.0,2.0,608.0,,137.0,127.0,60.0,1551.0,,122.0,1.0,31.0,7.0,5.0,212.0,20.0,12.0,3.0,0.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::ed004eacaca144bda4943965af890853,E. Gazdov,Montréal,Goalkeeper,2022,goalkeeper,2,180,0,0,0,0,0,0,1,0,1,0,0,0,100,45.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,34.0,2.0,3.0,1.0,,10.0,3.0,6.0,27.0,48.0,2.0,22.0,,,,,32.0,2.0,,4.0,7.0,10.0,2.0,27.0,4.0,10.0,26.0,,3.0,,17.0,,2.0,16.0,61.0,4.0,1.0,,97.0,,16.0,34.0,6.0,180.0,,34.0,1.0,12.0,1.0,2.0,26.0,1.0,3.0,,0.0,,,,,,,1.0,,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::dc9acb517ceb4bb6a191399acd30efa6,G. Catalano,Vaughan,Goalkeeper,2022,goalkeeper,1,90,0,0,0,0,0,0,0,0,0,0,0,0,100,91.0,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,,2.0,1.0,1.0,1.0,,6.0,1.0,1.0,19.0,10.0,,16.0,,,,1.0,1.0,1.0,,2.0,5.0,3.0,1.0,4.0,1.0,10.0,4.0,,1.0,,13.0,,1.0,2.0,21.0,4.0,2.0,,32.0,,4.0,2.0,6.0,90.0,,1.0,,,1.0,,15.0,3.0,,1.0,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::9c2fb41ece0d4ac7902f5799c23556f4,M. Williams,York,Goalkeeper,2022,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::364352c812a14e868234e4883c9bd4e0,N. Ingham,Atlético,Goalkeeper,2022,goalkeeper,28,2517,0,0,0,0,0,0,1,1,5,0,1,0,92,64.0,28,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,5.0,261.0,28.0,19.0,12.0,1.0,122.0,17.0,36.0,454.0,431.0,6.0,382.0,1.0,1.0,5.0,5.0,216.0,28.0,9.0,39.0,134.0,75.0,45.0,242.0,21.0,10.0,329.0,5.0,26.0,2.0,332.0,1.0,28.0,88.0,715.0,19.0,12.0,5.0,992.0,7.0,220.0,264.0,150.0,2517.0,,253.0,6.0,71.0,13.0,5.0,325.0,22.0,20.0,8.0,0.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::41f23e52e26541bca62d8378fafc1953,F. Aird,Cavalry,Defender,2022,defender,5,434,0,1,4,0,2,1,7,2,4,0,1,0,66,70.0,5,1.04,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,4.0,66.0,5.0,28.0,2.0,11.0,9.0,16.0,,150.0,104.0,25.0,60.0,1.0,10.0,1.0,,79.0,5.0,1.0,,79.0,,15.0,31.0,,10.0,205.0,,,12.0,141.0,,5.0,,216.0,6.0,,,363.0,,144.0,114.0,6.0,434.0,8.0,21.0,2.0,7.0,3.0,14.0,,3.0,3.0,45.0,0.0,1.0,,2.0,1.0,,,8.0,,7.0,,1.0,2.0,5.0,12.0,3.0,,,1.0,,4.0,2.0,5.0,9.0,14.0,45.0,9.0,6.0,14.0,27.0,28.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
cpl::Football_Player::3369d66b5c1c44c38f4b479aed83a7e7,Roberto Alarcón,Valour,Defender,2022,defender,17,1160,0,3,8,0,4,3,21,28,30,0,6,0,70,84.0,15,1.16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.0,30.0,90.0,13.0,154.0,12.0,54.0,36.0,95.0,,468.0,203.0,137.0,235.0,6.0,6.0,1.0,,130.0,17.0,2.0,,234.0,,29.0,83.0,,10.0,533.0,,,59.0,432.0,,17.0,,558.0,17.0,,,939.0,,452.0,207.0,23.0,1160.0,11.0,42.0,2.0,11.0,17.0,83.0,,13.0,1.0,48.0,0.0,5.0,4.0,28.0,6.0,,,32.0,,21.0,1.0,11.0,21.0,23.0,19.0,6.0,,,17.0,,8.0,4.0,6.0,12.0,19.0,93.0,7.0,25.0,48.0,98.0,69.0,6.0,11.0,3.0,4.0,1.0,2.0,1.0,22.0,2.0,1.0,1.0,13.0,2.0,,,,,,,,,,,,,,,,,,
cpl::Football_Player::f3ffebc2701c4e608f9f5055198c5ec9,D. Norman,Vancouver FC,Defender,2022,defender,21,1031,0,0,8,0,2,0,10,20,15,0,4,2,50,78.0,13,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.0,15.0,134.0,11.0,106.0,20.0,35.0,65.0,51.0,,472.0,263.0,66.0,289.0,4.0,23.0,1.0,,102.0,21.0,3.0,,74.0,,42.0,65.0,,10.0,583.0,,,55.0,407.0,,21.0,,606.0,24.0,,,832.0,,456.0,188.0,225.0,1031.0,5.0,67.0,4.0,20.0,40.0,31.0,,9.0,4.0,67.0,0.0,20.0,10.0,20.0,2.0,,,15.0,,10.0,,5.0,1.0,4.0,14.0,7.0,,,11.0,,8.0,6.0,11.0,,,46.0,27.0,3.0,8.0,44.0,10.0,,4.0,,2.0,,,3.0,7.0,2.0,,4.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
cpl::Football_Player::ebad96b764c947998691fc6dcd98daa5,C. Campagna,Wanderers,Defender,2022,defender,7,563,0,0,2,0,0,0,10,3,1,1,1,0,63,86.0,5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,1.0,53.0,6.0,45.0,12.0,8.0,27.0,30.0,,306.0,150.0,26.0,225.0,1.0,15.0,,,30.0,7.0,3.0,,100.0,,23.0,34.0,,10.0,348.0,,,15.0,279.0,,7.0,,359.0,22.0,,,440.0,,295.0,60.0,96.0,563.0,,23.0,2.0,7.0,19.0,18.0,,3.0,6.0,30.0,0.0,7.0,1.0,3.0,,,,15.0,,10.0,,5.0,2.0,1.0,3.0,1.0,,,3.0,,2.0,2.0,2.0,,,2.0,,,,13.0,,,,,,1.0,,,1.0,,,4.0,,,,,,1.0,,,,,,,,,,,,,,
