playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SavesMade,TimePlayed,GkSuccessfulDistribution,PenaltiesConceded,SuccessfulLaunches,OpenPlayPasses,CornersWon,BackwardPasses,SuccessfulPassesOppositionHalf,UnsuccessfulLaunches,YellowCards,UnsuccessfulLongPasses,TotalLossesOfPossession,SuccessfulPassesOwnHalf,UnsuccessfulShortPasses,PenaltyGoalsConceded,Punches,TotalPasses,TotalFoulsConceded,SuccessfulShortPasses,GoalsConcededInsideBox,TotalUnsuccessfulPasses(ExclCrosses&Corners),RightsidePasses,KeyPasses(attemptAssists),UnsuccessfulPassesOppositionHalf,PenaltiesSaved,GoalkeeperSmother,Recoveries,Starts,Drops,UnsuccessfulPassesOwnHalf,Touches,Appearances,FoulAttemptedTackle,Catches,GroundDuels,ForwardPasses,TotalTouchesInOppositionBox,Index,DuelsWon,SuccessfulLongPasses,TotalFoulsWon,SavesMadeFromOutsideBox,SavesMade-Parried,AerialDuelsWon,Duels,TotalClearances,SavesMadeFromInsideBox,PenaltiesFaced,GamesPlayed,SavesFromPenalty,SavesMade-Caught,GkUnsuccessfulDistribution,GroundDuelsLost,LeftsidePasses,SuccessfulOpenPlayPasses,TotalSuccessfulPasses(ExclCrosses&Corners),AerialDuels,CleanSheets,DuelsLost,GroundDuelsWon,GoalsConcededOutsideBox,SubstituteOff,TotalRedCards,StraightRedCards,CrossesNotClaimed,OwnGoalScored,SuccessfulDribbles,TotalTackles,Putthrough/blockedDistribution,HandballsConceded,LastManTackle,TacklesWon,Interceptions,Putthrough/blockedDistributionWon,AerialDuelsLost,TacklesLost,ThrowInsToOwnPlayer,SubstituteOn,ShotsOffTarget(incWoodwork),TotalShots,BlockedShots,Blocks,ClearancesOffTheLine,UnsuccessfulCrossesOpenPlay,SuccessfulCrosses&Corners,ThrowInsToOppositionPlayer,SuccessfulCrossesOpenPlay,UnsuccessfulDribbles,UnsuccessfulCrosses&Corners,ThroughBalls,SuccessfulLay-offs,CornersTaken(inclShortCorners),RedCards-2ndYellow,UnsuccessfulCornersIntoBox,Assists(intentional),GoalAssists,Offsides,SuccessfulCornersIntoBox,ShotsOnTarget(IncGoals),AttemptsFromSetPieces,Goals,RightFootGoals,GoalsFromInsideBox,UnsuccessfulLay-offs,HeadedGoals,GoalsFromOutsideBox,LeftFootGoals,FoulWonPenalty,SecondGoalAssists,SetPiecesGoals,PenaltiesTaken,PenaltyGoals,OtherGoals,PenaltiesOffTarget,WinningGoal,HomeGoals,AwayGoals,TimesTackled,GoalKicks,Overruns,LastPlayerTackle,Carries,ProgressiveCarries,TotalBigChancesCreated,TotalBigChancesSaved,FinalThirdTouches,TotalBigChancesScored,TotalBigChancesMissed,GoalsOpenplay
cpl::Football_Player::5e944a82a82b42b483bed288bb7633a8,M. Aparicio,Atlético,Midfielder,2023,midfielder,27,2316,4,5,45,0,18,5,36,40,32,2,5,0,41,82.0,28,1.09,6,0,2,2,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2316.0,,,5.0,1270.0,12.0,263.0,593.0,11.0,5.0,77.0,387.0,477.0,169.0,3.0,,1309.0,40.0,993.0,24.0,246.0,296.0,18.0,242.0,,,181.0,26.0,,43.0,1800.0,27.0,23.0,,253.0,457.0,50.0,10.0,152.0,70.0,32.0,,,23.0,309.0,18.0,,,27.0,,,,124.0,293.0,1025.0,1063.0,56.0,8.0,157.0,129.0,4.0,3.0,,,,,45.0,53.0,50.0,,,36.0,21.0,25.0,33.0,17.0,33.0,1.0,27.0,45.0,17.0,4.0,,35.0,7.0,9.0,6.0,28.0,39.0,4.0,22.0,6.0,,3.0,5.0,5.0,2.0,,18.0,9.0,4.0,3.0,3.0,2.0,1.0,1.0,,,,,2.0,1.0,,1.0,2.0,2.0,2.0,41.0,,4.0,,,,,,,,,
cpl::Football_Player::47690253116d4e34ac0d075eb36df3b3,T. Giraldo,Wanderers,Midfielder,2023,midfielder,19,814,2,0,12,0,5,0,15,22,9,1,2,0,21,70.0,9,1.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,814.0,,,3.0,208.0,1.0,51.0,94.0,1.0,2.0,12.0,145.0,53.0,52.0,1.0,,211.0,22.0,141.0,7.0,64.0,52.0,7.0,54.0,,,41.0,10.0,,17.0,390.0,19.0,14.0,,98.0,77.0,17.0,10.0,40.0,6.0,9.0,,,4.0,117.0,5.0,,,19.0,,,,62.0,31.0,144.0,147.0,19.0,,77.0,36.0,2.0,8.0,,,,,5.0,22.0,22.0,1.0,,15.0,6.0,9.0,15.0,7.0,4.0,9.0,7.0,12.0,1.0,,,7.0,,,,18.0,7.0,3.0,7.0,1.0,,,,,1.0,,5.0,,2.0,,2.0,,,,2.0,,,,,,,,1.0,2.0,0.0,37.0,,4.0,,,,,,,,,
cpl::Football_Player::3aa93b6a47f24dd59a4d50f71ae926d5,M. Cantave,Vancouver FC,Midfielder,2023,midfielder,26,1643,6,2,26,0,15,2,18,31,28,2,3,0,43,82.0,32,1.75,15,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1643.0,,,1.0,372.0,15.0,112.0,221.0,3.0,3.0,13.0,215.0,101.0,57.0,6.0,,377.0,31.0,297.0,31.0,70.0,99.0,21.0,76.0,,,66.0,19.0,,17.0,746.0,26.0,8.0,,203.0,87.0,60.0,10.0,104.0,10.0,28.0,,,13.0,233.0,4.0,,,26.0,,,,112.0,79.0,302.0,307.0,30.0,,129.0,91.0,1.0,16.0,,,,,40.0,23.0,26.0,1.0,,18.0,8.0,16.0,17.0,5.0,7.0,7.0,11.0,26.0,10.0,4.0,,15.0,15.0,1.0,11.0,37.0,23.0,3.0,2.0,15.0,,8.0,1.0,2.0,2.0,4.0,15.0,3.0,6.0,3.0,4.0,1.0,,2.0,3.0,,,,,,,,1.0,4.0,2.0,62.0,,11.0,,,,,,,,,
cpl::Football_Player::6a778700603244eeabcce04c59c6ccc0,A. Hojabrpour,Forge,Midfielder,2023,midfielder,24,1610,1,0,12,0,1,0,28,17,14,0,4,0,64,90.0,19,1.06,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1610.0,,2.0,,946.0,2.0,129.0,430.0,6.0,4.0,25.0,136.0,446.0,82.0,3.0,,983.0,17.0,826.0,16.0,107.0,276.0,12.0,80.0,,,113.0,18.0,,32.0,1208.0,24.0,13.0,,123.0,267.0,14.0,10.0,74.0,50.0,14.0,,,11.0,140.0,34.0,,,24.0,,,,60.0,311.0,842.0,876.0,17.0,4.0,66.0,63.0,3.0,8.0,,,,1.0,5.0,44.0,23.0,,,28.0,21.0,10.0,6.0,16.0,4.0,6.0,11.0,12.0,8.0,9.0,,5.0,,,,6.0,5.0,2.0,3.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,0.0,0.0,1.0,10.0,,,,,,,,,,,
cpl::Football_Player::9a6571b3737143b79989244b08fbd50d,S. Camargo,Cavalry,Midfielder,2023,midfielder,28,1651,6,2,24,0,11,2,10,17,28,1,6,0,26,81.0,18,0.98,7,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1651.0,,,2.0,609.0,19.0,229.0,344.0,5.0,6.0,23.0,266.0,182.0,105.0,2.0,,649.0,17.0,505.0,16.0,128.0,163.0,26.0,130.0,,,105.0,23.0,,21.0,970.0,28.0,10.0,,165.0,165.0,75.0,10.0,83.0,16.0,28.0,,,6.0,188.0,2.0,,,28.0,,,,88.0,92.0,482.0,521.0,23.0,,105.0,77.0,2.0,24.0,,,,,32.0,17.0,35.0,2.0,,10.0,12.0,13.0,17.0,7.0,6.0,5.0,13.0,24.0,7.0,,,19.0,5.0,1.0,5.0,32.0,23.0,2.0,18.0,7.0,,4.0,1.0,2.0,1.0,,11.0,,6.0,3.0,6.0,,1.0,,2.0,1.0,1.0,,,,,,2.0,3.0,3.0,60.0,,6.0,,,,,,,,,
cpl::Football_Player::fd8128d359f64c5180b7115c46766e93,T. Esprit,York,Midfielder,2023,midfielder,11,373,0,0,0,0,0,0,8,8,10,0,1,0,45,83.0,9,2.17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,373.0,,,,166.0,1.0,42.0,65.0,4.0,1.0,7.0,53.0,76.0,22.0,,,169.0,8.0,137.0,9.0,29.0,12.0,1.0,20.0,,,27.0,3.0,,12.0,267.0,11.0,3.0,,57.0,44.0,3.0,10.0,39.0,3.0,10.0,,,5.0,68.0,5.0,,,11.0,,,,23.0,71.0,137.0,140.0,11.0,,29.0,34.0,,,,,,,9.0,15.0,11.0,1.0,,8.0,5.0,5.0,6.0,7.0,12.0,8.0,,,1.0,1.0,,3.0,1.0,3.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,12.0,,,,,,,,,,,
cpl::Football_Player::f52a8b692a56475c9c08c17236a42e86,S. Shome,Cavalry,Midfielder,2023,midfielder,20,1395,0,1,4,0,0,1,20,19,18,1,1,0,48,82.0,15,0.97,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1395.0,,,1.0,550.0,4.0,118.0,263.0,5.0,1.0,23.0,186.0,204.0,83.0,3.0,,567.0,19.0,442.0,12.0,106.0,94.0,8.0,98.0,,,70.0,14.0,,31.0,857.0,20.0,6.0,,107.0,214.0,8.0,10.0,68.0,19.0,18.0,,,13.0,134.0,20.0,,,20.0,,,,52.0,141.0,444.0,461.0,27.0,5.0,66.0,55.0,3.0,3.0,,,,,8.0,30.0,20.0,2.0,1.0,20.0,16.0,6.0,14.0,10.0,69.0,6.0,4.0,4.0,,1.0,,9.0,6.0,9.0,1.0,5.0,23.0,2.0,7.0,21.0,,12.0,,1.0,1.0,5.0,,,,,,2.0,,,,,,,,,,,0.0,,,17.0,,1.0,,,,,,,,,
cpl::Football_Player::25edf8435cd445dfbfb5185b259ca0cf,V. Fry,Vancouver FC,Midfielder,2023,midfielder,10,868,1,1,5,0,2,1,11,35,13,1,6,0,27,80.0,17,1.76,28,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,868.0,,1.0,2.0,491.0,5.0,89.0,254.0,12.0,6.0,35.0,173.0,156.0,69.0,4.0,,504.0,35.0,365.0,15.0,104.0,140.0,17.0,112.0,,,61.0,10.0,,29.0,689.0,10.0,24.0,,102.0,172.0,9.0,10.0,42.0,35.0,13.0,,,3.0,113.0,13.0,,,10.0,,,,63.0,103.0,391.0,400.0,11.0,1.0,71.0,39.0,2.0,1.0,,,,,2.0,24.0,23.0,1.0,,11.0,10.0,15.0,8.0,13.0,2.0,,3.0,5.0,,2.0,,13.0,10.0,2.0,3.0,6.0,37.0,3.0,6.0,28.0,,15.0,,1.0,1.0,7.0,2.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,1.0,0.0,1.0,14.0,,,,,,,,,,,
cpl::Football_Player::d4dbf5aa0a9e4f1fb721f6cfcc1db14f,I. Mejía,TSS Rovers,Midfielder,2023,midfielder,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11.0,,,,8.0,,3.0,5.0,,,,3.0,1.0,3.0,,,8.0,,5.0,,3.0,1.0,1.0,3.0,,,1.0,,,,9.0,1.0,,,,4.0,2.0,10.0,,,,,,,1.0,,,,1.0,,,,,,5.0,5.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
cpl::Football_Player::03b82a7bcff7496e991befe586fcc2c9,S. Young,Pacific,Midfielder,2023,midfielder,29,2175,4,3,24,0,13,3,39,25,24,1,6,1,60,80.0,28,1.16,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2175.0,,1.0,4.0,1074.0,14.0,115.0,427.0,21.0,6.0,63.0,317.0,457.0,159.0,2.0,,1103.0,25.0,803.0,25.0,222.0,299.0,20.0,178.0,,,152.0,25.0,,57.0,1478.0,29.0,18.0,,192.0,349.0,68.0,10.0,132.0,78.0,24.0,,,32.0,245.0,30.0,,,29.0,,,,92.0,340.0,853.0,881.0,53.0,5.0,113.0,100.0,3.0,7.0,1.0,,,,18.0,58.0,47.0,,,39.0,22.0,27.0,21.0,19.0,3.0,4.0,11.0,24.0,11.0,11.0,1.0,8.0,3.0,,2.0,16.0,13.0,6.0,12.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,13.0,,4.0,1.0,4.0,,1.0,,2.0,,1.0,,,,,,2.0,1.0,3.0,34.0,,8.0,,,,,,,,,
cpl::Football_Player::8eb11a313b2348b888a9b1799feba47c,S. Yeates,York,Midfielder,2023,midfielder,29,1693,1,2,20,0,9,2,14,24,17,0,3,0,46,88.0,23,1.22,6,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1693.0,,,2.0,865.0,6.0,186.0,457.0,3.0,3.0,12.0,192.0,310.0,99.0,2.0,,873.0,24.0,732.0,21.0,111.0,183.0,17.0,85.0,,,105.0,20.0,,32.0,1127.0,29.0,11.0,,146.0,215.0,30.0,10.0,85.0,30.0,17.0,,,14.0,176.0,5.0,,,29.0,,,,75.0,289.0,754.0,762.0,30.0,1.0,91.0,71.0,2.0,14.0,,,,,27.0,27.0,34.0,2.0,,14.0,13.0,20.0,16.0,13.0,3.0,9.0,11.0,20.0,1.0,2.0,,2.0,5.0,,3.0,23.0,6.0,3.0,10.0,6.0,,3.0,2.0,2.0,,1.0,9.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,0.0,0.0,1.0,37.0,,6.0,,,,,,,,,
cpl::Football_Player::ad84db4f538d40f0b2ef200c7a5ed403,Renan Garcia,Vancouver FC,Midfielder,2023,midfielder,14,1257,1,1,14,0,7,1,26,20,16,0,2,0,50,82.0,27,1.93,5,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1257.0,,,2.0,756.0,8.0,94.0,306.0,11.0,2.0,56.0,186.0,341.0,86.0,5.0,,787.0,20.0,589.0,25.0,142.0,207.0,7.0,110.0,,,114.0,14.0,,41.0,1021.0,14.0,14.0,,123.0,263.0,7.0,10.0,77.0,56.0,16.0,,,16.0,155.0,32.0,,,14.0,,,,62.0,223.0,617.0,645.0,32.0,2.0,78.0,61.0,2.0,1.0,,,,,7.0,38.0,29.0,,,26.0,19.0,13.0,16.0,12.0,2.0,,7.0,14.0,11.0,8.0,,4.0,2.0,,1.0,4.0,9.0,,,5.0,,3.0,1.0,1.0,,1.0,7.0,7.0,1.0,,,,,1.0,1.0,,,,,,,,0.0,0.0,1.0,16.0,,1.0,,,,,,,,,
cpl::Football_Player::6bda12878690489697b20b110e311ad1,E. Simmons,Vancouver FC,Midfielder,2023,midfielder,25,1832,0,1,2,0,1,1,29,14,4,0,3,0,32,84.0,35,1.72,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1832.0,,,5.0,778.0,,156.0,324.0,5.0,3.0,28.0,153.0,328.0,103.0,4.0,,782.0,14.0,608.0,32.0,131.0,191.0,7.0,84.0,,,123.0,24.0,,50.0,967.0,25.0,9.0,,110.0,224.0,,10.0,68.0,43.0,4.0,,,9.0,138.0,23.0,,,25.0,,,,51.0,211.0,647.0,651.0,28.0,3.0,70.0,59.0,3.0,16.0,,,,,7.0,49.0,38.0,,,29.0,27.0,17.0,19.0,20.0,1.0,1.0,1.0,2.0,1.0,4.0,,3.0,1.0,,1.0,3.0,3.0,2.0,8.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,0.0,,,10.0,,2.0,,,,,,,,,
cpl::Football_Player::33b0cf3a477d454f96fe4f14c3b6125c,A. Achinioti-Jönsson,Forge,Midfielder,2023,midfielder,29,2399,0,0,12,0,6,0,22,21,41,1,2,0,59,87.0,29,1.09,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2399.0,,,4.0,1555.0,9.0,103.0,533.0,27.0,2.0,74.0,245.0,862.0,135.0,4.0,,1604.0,21.0,1270.0,25.0,209.0,441.0,8.0,136.0,,,120.0,26.0,,80.0,1867.0,29.0,11.0,,125.0,545.0,25.0,10.0,111.0,125.0,41.0,,,31.0,177.0,55.0,,,29.0,,,,45.0,515.0,1347.0,1395.0,52.0,8.0,66.0,80.0,4.0,2.0,,,,,8.0,32.0,19.0,1.0,,22.0,12.0,5.0,21.0,10.0,4.0,3.0,6.0,12.0,3.0,15.0,1.0,7.0,,1.0,,1.0,7.0,1.0,5.0,,,,,,1.0,,6.0,,,,,,,,,,,,,,,,0.0,,,7.0,,3.0,,,,,,,,,
cpl::Football_Player::8478206db8304d6487d404b1b5dd322c,Gabriel Antinoro,Atlético,Midfielder,2023,midfielder,23,720,2,0,9,0,5,0,16,16,9,0,3,0,36,73.0,19,2.38,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,720.0,,,,178.0,2.0,37.0,96.0,7.0,3.0,15.0,116.0,39.0,34.0,,,181.0,16.0,127.0,16.0,49.0,42.0,7.0,41.0,,,51.0,8.0,,14.0,341.0,23.0,6.0,,97.0,64.0,16.0,10.0,49.0,5.0,9.0,,,4.0,108.0,1.0,,,23.0,,,,52.0,38.0,129.0,132.0,11.0,,59.0,45.0,3.0,8.0,,,,,14.0,22.0,17.0,,,16.0,5.0,11.0,7.0,6.0,,15.0,4.0,9.0,5.0,,,6.0,3.0,1.0,2.0,17.0,6.0,4.0,2.0,2.0,,,,,,1.0,5.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,1.0,1.0,1.0,25.0,,2.0,,,,,,,,,
cpl::Football_Player::b78b9cf10b374d23824749c6e410990c,E. Adekugbe,York,Midfielder,2023,midfielder,15,562,0,0,2,0,0,0,7,11,10,0,3,0,50,87.0,14,2.24,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,562.0,,,,359.0,,69.0,130.0,2.0,3.0,21.0,65.0,191.0,28.0,,,370.0,11.0,300.0,10.0,49.0,106.0,4.0,40.0,,,39.0,5.0,,13.0,438.0,15.0,3.0,,42.0,86.0,2.0,10.0,23.0,21.0,10.0,,,2.0,46.0,5.0,,,15.0,,,,21.0,109.0,310.0,321.0,4.0,,23.0,21.0,4.0,3.0,,,,,1.0,10.0,8.0,1.0,,7.0,4.0,4.0,2.0,3.0,1.0,10.0,2.0,2.0,1.0,1.0,,2.0,,,,2.0,4.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4.0,,,,,,,,,,,
cpl::Football_Player::edcf64e77c8c4771af573d1d441cc470,C. Toussaint,Pacific,Midfielder,2023,midfielder,26,1744,0,1,16,0,4,1,33,46,39,0,10,0,50,85.0,23,1.19,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1744.0,,,4.0,967.0,3.0,183.0,372.0,16.0,10.0,42.0,213.0,478.0,108.0,2.0,,998.0,46.0,787.0,21.0,150.0,279.0,13.0,115.0,,,132.0,20.0,,43.0,1321.0,26.0,34.0,,217.0,269.0,13.0,10.0,134.0,61.0,39.0,,,17.0,251.0,18.0,,,26.0,,,,100.0,267.0,818.0,848.0,34.0,2.0,117.0,117.0,2.0,10.0,,,,,16.0,62.0,32.0,1.0,,33.0,29.0,23.0,17.0,29.0,6.0,6.0,12.0,16.0,6.0,4.0,1.0,8.0,2.0,,2.0,11.0,8.0,3.0,6.0,,,,,1.0,,,4.0,,,,,1.0,,,,,,,,,,,0.0,,,25.0,,1.0,,,,,,,,,
cpl::Football_Player::edcfdeb0583a4f25b44f57a7e66b2d6d,L. Callegari,Wanderers,Midfielder,2023,midfielder,27,2415,0,6,15,0,5,6,44,52,32,1,8,0,53,88.0,29,1.08,49,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2415.0,,,3.0,1975.0,6.0,380.0,836.0,4.0,8.0,80.0,400.0,969.0,183.0,2.0,,2046.0,52.0,1627.0,22.0,263.0,584.0,29.0,240.0,,,233.0,27.0,,70.0,2462.0,27.0,36.0,,257.0,519.0,16.0,10.0,136.0,156.0,32.0,,,14.0,283.0,11.0,,,27.0,,,,135.0,563.0,1716.0,1783.0,26.0,6.0,147.0,122.0,7.0,1.0,,,,,21.0,69.0,45.0,1.0,,44.0,34.0,20.0,12.0,25.0,6.0,,10.0,15.0,1.0,4.0,,19.0,22.0,1.0,5.0,15.0,47.0,9.0,24.0,49.0,,19.0,4.0,6.0,1.0,15.0,5.0,,,,,,,,,,,,,,,,0.0,,,40.0,,4.0,,,,,,,,,
cpl::Football_Player::d97bc9c5cbf949d2be064c01af740715,C. Watson,Wanderers,Midfielder,2023,midfielder,25,1147,3,1,19,0,10,1,9,16,19,5,3,1,33,85.0,15,1.18,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1147.0,,,,497.0,10.0,137.0,254.0,3.0,3.0,13.0,143.0,171.0,63.0,2.0,,501.0,16.0,398.0,12.0,76.0,147.0,14.0,61.0,,,67.0,13.0,,21.0,683.0,25.0,9.0,,96.0,123.0,42.0,10.0,44.0,27.0,19.0,,,4.0,108.0,3.0,,,25.0,,,,56.0,94.0,421.0,425.0,12.0,,64.0,40.0,3.0,13.0,1.0,1.0,,,8.0,13.0,16.0,1.0,,9.0,8.0,9.0,8.0,4.0,9.0,12.0,9.0,19.0,5.0,1.0,,6.0,,,,11.0,6.0,2.0,3.0,1.0,,,1.0,1.0,5.0,,10.0,,3.0,3.0,3.0,,,,,,,,,,,,2.0,3.0,0.0,25.0,,3.0,,,,,,,,,
cpl::Football_Player::0e2b6aa5fbdf49f399441b22b356d14c,K. Bekker,Forge,Midfielder,2023,midfielder,28,2331,4,8,40,0,17,8,9,17,23,0,2,0,35,86.0,30,1.16,85,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2331.0,,,2.0,1413.0,19.0,274.0,769.0,4.0,2.0,56.0,376.0,531.0,153.0,4.0,,1477.0,17.0,1157.0,26.0,209.0,534.0,47.0,252.0,,,142.0,26.0,,54.0,1910.0,28.0,12.0,,138.0,392.0,40.0,10.0,74.0,111.0,23.0,,,5.0,152.0,25.0,,,28.0,,,,69.0,277.0,1207.0,1268.0,14.0,4.0,78.0,69.0,4.0,7.0,,,,,26.0,20.0,41.0,,,9.0,22.0,15.0,9.0,11.0,10.0,2.0,23.0,40.0,15.0,5.0,,39.0,32.0,1.0,14.0,17.0,97.0,5.0,14.0,85.0,,47.0,6.0,8.0,,18.0,17.0,6.0,4.0,1.0,2.0,1.0,,2.0,3.0,,1.0,,,,,,1.0,2.0,2.0,28.0,,3.0,,,,,,,,,
cpl::Football_Player::bcd2bd431fea40f2ad5e2cd7d95bef32,A. Sissoko,Atlético,Midfielder,2023,midfielder,27,1349,2,1,22,0,10,1,14,23,39,2,6,0,17,82.0,20,1.33,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1349.0,,,2.0,486.0,14.0,129.0,255.0,5.0,6.0,11.0,178.0,151.0,81.0,1.0,,487.0,23.0,385.0,16.0,92.0,104.0,16.0,78.0,,,83.0,16.0,,38.0,778.0,27.0,10.0,,154.0,133.0,47.0,10.0,81.0,10.0,39.0,,,5.0,183.0,10.0,,,27.0,,,,78.0,121.0,394.0,395.0,29.0,1.0,102.0,76.0,4.0,13.0,,,,,14.0,23.0,29.0,,,14.0,8.0,15.0,24.0,9.0,24.0,11.0,12.0,22.0,7.0,2.0,,24.0,11.0,1.0,11.0,21.0,24.0,1.0,9.0,,,,1.0,1.0,2.0,,10.0,,2.0,2.0,2.0,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,38.0,,2.0,,,,,,,,,
cpl::Football_Player::ea993e84d28d42ad8bdef8cff90110c3,J. Gagnon-Laparé,Wanderers,Midfielder,2023,midfielder,22,1411,0,5,4,0,1,5,30,25,23,0,7,0,41,89.0,28,1.79,24,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1411.0,,,3.0,889.0,8.0,170.0,410.0,6.0,7.0,31.0,180.0,425.0,77.0,,,934.0,25.0,766.0,24.0,108.0,269.0,22.0,116.0,,,115.0,15.0,,22.0,1187.0,22.0,13.0,,146.0,250.0,10.0,10.0,89.0,60.0,23.0,,,7.0,163.0,14.0,,,22.0,,,,64.0,245.0,786.0,826.0,17.0,1.0,74.0,82.0,4.0,6.0,,,,,12.0,47.0,18.0,,,30.0,23.0,9.0,10.0,17.0,5.0,7.0,3.0,4.0,3.0,4.0,,9.0,9.0,,,1.0,30.0,4.0,8.0,24.0,,11.0,5.0,5.0,,9.0,1.0,,,,,,,,,,,,,,,,0.0,,,18.0,,,,,,,,,,,
cpl::Football_Player::06a2eff249fd4320a2c4753d25ea5f0f,M. Polisi,Valour,Midfielder,2023,midfielder,22,1912,1,0,8,0,2,0,40,33,32,0,4,0,50,86.0,30,1.41,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1912.0,,,3.0,1164.0,4.0,206.0,494.0,16.0,4.0,58.0,225.0,532.0,109.0,1.0,,1192.0,33.0,963.0,27.0,167.0,331.0,9.0,133.0,,,142.0,22.0,,40.0,1464.0,22.0,20.0,,198.0,331.0,18.0,10.0,130.0,62.0,32.0,,,18.0,234.0,11.0,,,22.0,,,,86.0,324.0,998.0,1025.0,36.0,4.0,104.0,112.0,3.0,7.0,,,,,23.0,57.0,23.0,1.0,,40.0,18.0,11.0,18.0,17.0,6.0,,6.0,8.0,4.0,5.0,1.0,6.0,1.0,,1.0,6.0,6.0,2.0,6.0,,,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,0.0,1.0,0.0,26.0,,1.0,,,,,,,,,
