playerId,playerName,team,position,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,Pass%,GAA,%,season,role,G_per_game,A_per_game,S_per_game,SOT_per_game,KP_per_game,Minutes_per_game
cpl::Football_Player::9c2fb41ece0d4ac7902f5799c23556f4,M. Williams,York,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::d986f3de68934587887e6c4ea44fad6f,D. Urtiaga,York,Goalkeeper,23,2095,0,0,0,0,0,0,0,1,4,0,2,0,70.0,1.5,100.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,91.08695652173913
cpl::Football_Player::3023352676954b56b16a0f7ca64bd877,D. Zadravec,Pacific,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::b4b2c4b1ad704a3b9f0b7b2d7034ef26,D. Clarke,Cavalry,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::3a76fbaceee3425fa81fd8fd27b4c24f,M. de Souza,Vancouver FC,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::6306b765944944b3b26cdc5135460126,S. Astridge,Wanderers,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::91baa8fa2dc04652bbd363531ab1acdc,C. Weir,Valour,Goalkeeper,2,180,0,0,0,0,0,0,0,0,0,0,0,0,72.0,3.5,0.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::9027bfb0740f4f26b7758808cb873cf1,A. Kour,Valour,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::ed004eacaca144bda4943965af890853,E. Gazdov,Valour,Goalkeeper,7,630,0,0,0,0,0,0,0,0,2,0,0,0,65.0,1.71,100.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::f039393214e24dadbb1211ec2c063983,J. Frank,Vancouver FC,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::41f23e52e26541bca62d8378fafc1953,F. Aird,Cavalry,Defender,31,2405,3,2,11,5,6,2,27,27,12,2,5,0,83.0,1.23,59.26,2025,defender,0.0967741935483871,0.06451612903225806,0.3548387096774194,0.1935483870967742,0.06451612903225806,77.58064516129032
cpl::Football_Player::04974dd93657419b8440025eca4e2ef0,T. Field,Cavalry,Defender,19,1070,0,1,1,1,0,1,26,8,0,0,2,0,85.0,1.09,73.33,2025,defender,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,56.31578947368421
cpl::Football_Player::6aa006d1cfcb4e3c92a2de560fa893f6,C. Montgomery,Cavalry,Defender,24,2042,1,1,14,2,8,1,15,14,8,1,3,0,88.0,1.19,83.95,2025,defender,0.041666666666666664,0.041666666666666664,0.5833333333333334,0.3333333333333333,0.041666666666666664,85.08333333333333
cpl::Football_Player::2765417c9ab14808ae40c91c05077259,M. Harms,Cavalry,Defender,2,46,0,0,0,0,0,0,1,0,1,0,0,0,80.0,1.96,33.33,2025,defender,0.0,0.0,0.0,0.0,0.0,23.0
cpl::Football_Player::2dd1997d40764eb08c0b5287219a3269,B. Kamdem,Cavalry,Defender,16,972,0,0,4,0,1,0,12,14,9,3,4,1,82.0,1.11,65.52,2025,defender,0.0,0.0,0.25,0.0625,0.0,60.75
cpl::Football_Player::c3b03cc1de7848cdaaca16450017b36d,D. Nimick,Forge,Defender,30,2684,2,4,13,6,5,4,19,12,26,1,2,0,91.0,0.84,69.57,2025,defender,0.06666666666666667,0.13333333333333333,0.43333333333333335,0.16666666666666666,0.13333333333333333,89.46666666666667
cpl::Football_Player::f40858671e354d42ad80fd9d251afb6f,R. Rama,Forge,Defender,27,2201,1,2,10,3,4,2,47,47,31,3,10,0,84.0,0.9,55.56,2025,defender,0.037037037037037035,0.07407407407407407,0.37037037037037035,0.14814814814814814,0.07407407407407407,81.51851851851852
cpl::Football_Player::9ff2698d6b4d47f9a1949a20ae1b2adc,M. Jevremović,Forge,Defender,27,2097,0,3,10,3,4,3,27,20,26,1,5,0,84.0,0.86,57.14,2025,defender,0.0,0.1111111111111111,0.37037037037037035,0.14814814814814814,0.1111111111111111,77.66666666666667
cpl::Football_Player::58c03096b6c940afacb752b030a52ad2,M. Owolabi-Belewu,Forge,Defender,13,642,0,0,3,0,1,0,11,11,9,0,4,0,92.0,0.56,50.0,2025,defender,0.0,0.0,0.23076923076923078,0.07692307692307693,0.0,49.38461538461539
cpl::Football_Player::cad9192d6a9541128a76febb4a58387f,E. Kobza,Cavalry,Defender,22,1839,2,0,15,2,8,0,22,46,35,2,8,0,88.0,1.27,73.53,2025,defender,0.09090909090909091,0.0,0.6818181818181818,0.36363636363636365,0.0,83.5909090909091
cpl::Football_Player::09f14fe890a548b08665ad76b2857552,M. Gherasimencov,Cavalry,Defender,27,1672,2,2,12,4,5,2,31,28,37,4,3,0,85.0,1.02,55.0,2025,defender,0.07407407407407407,0.07407407407407407,0.4444444444444444,0.18518518518518517,0.07407407407407407,61.925925925925924
cpl::Football_Player::aaacbf86bfeb43ef894d906fd5aa7bdb,J. Alphonse,Wanderers,Defender,15,1158,0,0,1,0,1,0,28,16,9,0,5,0,84.0,1.09,57.89,2025,defender,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,77.2
cpl::Football_Player::360a1cff07aa439cb939b0d0d222b08c,J. Dunn,Wanderers,Defender,5,61,0,0,0,0,0,0,1,1,0,0,1,0,89.0,2.95,100.0,2025,defender,0.0,0.0,0.0,0.0,0.0,12.2
cpl::Football_Player::9e824d03d70a46fe9d571a6ea8b26a28,N. Mekidèche,Wanderers,Defender,10,823,1,1,3,2,1,1,11,12,10,1,3,0,84.0,0.98,46.88,2025,defender,0.1,0.1,0.3,0.1,0.1,82.3
cpl::Football_Player::608a3af8ed44452d9fe6ae4fd93ab951,W. Edgson,Pacific,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,defender,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::d46e06f14e0d47e58d6f5f00e1eabfa9,T. Meilleur-Giguère,Wanderers,Defender,29,2635,4,0,26,4,8,0,17,9,8,3,1,0,89.0,1.23,69.15,2025,defender,0.13793103448275862,0.0,0.896551724137931,0.27586206896551724,0.0,90.86206896551724
cpl::Football_Player::4da84a61c12443e48f9c5d0dd8f2f3ae,K. Dada-Luke,Vancouver FC,Defender,23,1805,0,2,3,2,2,2,18,12,35,0,3,2,81.0,1.89,48.78,2025,defender,0.0,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.08695652173913043,78.47826086956522
cpl::Football_Player::8c250cb48a3648f2bfe78681f613b119,G. Facchineri,Valour,Defender,21,1800,1,0,7,1,3,0,21,34,9,0,4,1,86.0,2.0,42.59,2025,defender,0.047619047619047616,0.0,0.3333333333333333,0.14285714285714285,0.0,85.71428571428571
cpl::Football_Player::bf1559f63d3642679c430ff1f41355a7,G. Mukumbilwa,Pacific,Defender,20,1016,0,0,4,0,1,0,11,8,19,2,1,0,83.0,2.48,60.0,2025,defender,0.0,0.0,0.2,0.05,0.0,50.8
cpl::Football_Player::242992e119ea4cf3b76878a2029dddac,P. Gee,Vancouver FC,Defender,25,1234,1,0,6,1,3,0,12,9,16,2,3,0,79.0,2.55,50.0,2025,defender,0.04,0.0,0.24,0.12,0.0,49.36
cpl::Football_Player::f5f9dbfb4ae043d7bf4f7094d31693c3,J. Quintana,Pacific,Defender,4,360,0,0,4,0,1,0,5,8,4,0,3,0,83.0,2.0,73.91,2025,defender,0.0,0.0,1.0,0.25,0.0,90.0
cpl::Football_Player::7205a0ef2aab4cf98da19157fb879f8a,E. Lajeunesse,Pacific,Defender,15,1268,0,0,0,0,0,0,9,16,13,1,1,0,81.0,1.77,31.43,2025,defender,0.0,0.0,0.0,0.0,0.0,84.53333333333333
cpl::Football_Player::edf6ef9ee973485dbbf8b5123cf83a94,K. Chung,Pacific,Defender,27,2392,1,1,10,2,5,1,50,10,22,0,5,0,87.0,2.11,34.78,2025,defender,0.037037037037037035,0.037037037037037035,0.37037037037037035,0.18518518518518517,0.037037037037037035,88.5925925925926
cpl::Football_Player::8acd7b030e09457dacf4d02078701836,Allan Enyou,Vancouver FC,Defender,23,1917,0,1,4,1,0,1,23,22,7,0,5,0,83.0,1.83,63.04,2025,defender,0.0,0.043478260869565216,0.17391304347826086,0.0,0.043478260869565216,83.34782608695652
cpl::Football_Player::46e85b6f18f042fe837554290482828b,A. Đidić,Atlético,Defender,4,302,0,0,3,0,0,0,3,5,0,0,2,0,93.0,1.19,44.44,2025,defender,0.0,0.0,0.75,0.0,0.0,75.5
cpl::Football_Player::141494f5941d475e9bdcd8c685f15d53,A. Pearlman,Wanderers,Defender,27,2364,2,2,11,4,7,2,38,34,29,3,8,0,79.0,1.1,55.32,2025,defender,0.07407407407407407,0.07407407407407407,0.4074074074074074,0.25925925925925924,0.07407407407407407,87.55555555555556
cpl::Football_Player::3ebb1a23b8bf4400bf5519f616825cad,K. Sow,Wanderers,Defender,27,2183,0,2,6,2,2,2,18,14,7,1,3,0,89.0,1.2,53.62,2025,defender,0.0,0.07407407407407407,0.2222222222222222,0.07407407407407407,0.07407407407407407,80.85185185185185
cpl::Football_Player::3aaf25a2f090423584d5e9d492e5ca42,J. Grant,Atlético,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,defender,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::9dfa32fd254946aa9189e26a8888a192,E. Bah,Vancouver FC,Defender,27,2270,2,6,23,8,10,6,34,25,76,2,5,0,80.0,1.94,29.63,2025,defender,0.07407407407407407,0.2222222222222222,0.8518518518518519,0.37037037037037035,0.2222222222222222,84.07407407407408
cpl::Football_Player::1122de539ffd41e896e9f9ac2dbcc457,L. Cloutier,Atlético,Defender,26,2265,0,2,5,2,1,2,23,16,8,0,2,0,91.0,0.99,59.09,2025,defender,0.0,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.07692307692307693,87.11538461538461
cpl::Football_Player::3369d66b5c1c44c38f4b479aed83a7e7,Roberto Alarcón,Valour,Defender,24,1554,0,2,6,2,0,2,41,23,24,1,5,0,88.0,2.37,71.43,2025,defender,0.0,0.08333333333333333,0.25,0.0,0.08333333333333333,64.75
cpl::Football_Player::b6597676a5e34edf998b3ef92a3c14d0,M. Campagna,Vancouver FC,Defender,27,2260,1,1,12,2,5,1,30,26,8,2,6,0,86.0,1.83,58.67,2025,defender,0.037037037037037035,0.037037037037037035,0.4444444444444444,0.18518518518518517,0.037037037037037035,83.70370370370371
cpl::Football_Player::130bf1bad34e405d8bf525d7dab36e0f,T. Walker,Atlético,Defender,17,760,0,1,5,1,1,1,17,14,7,0,2,1,90.0,1.18,50.0,2025,defender,0.0,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.058823529411764705,44.705882352941174
cpl::Football_Player::6d71463236d1442fb192c9170e86e702,M. Hallam,Pacific,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,defender,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::f3ffebc2701c4e608f9f5055198c5ec9,D. Norman,Vancouver FC,Defender,23,1758,2,2,11,4,3,2,30,43,15,0,9,0,84.0,2.15,41.38,2025,defender,0.08695652173913043,0.08695652173913043,0.4782608695652174,0.13043478260869565,0.08695652173913043,76.43478260869566
cpl::Football_Player::474e7cdb2e5742da97bb54f6e7a4e236,S. Kozlovskiy,Atlético,Defender,21,1556,0,0,4,0,0,0,15,24,6,0,5,0,90.0,1.04,38.1,2025,defender,0.0,0.0,0.19047619047619047,0.0,0.0,74.0952380952381
cpl::Football_Player::41a6af9f6ff34b93a944156aafe64ecf,Pedro Machado,Pacific,Defender,13,1145,0,1,6,1,2,1,8,18,8,1,2,0,87.0,1.81,61.29,2025,defender,0.0,0.07692307692307693,0.46153846153846156,0.15384615384615385,0.07692307692307693,88.07692307692308
cpl::Football_Player::8a6c8e7f553849f9a237ca5dd408e66d,B. Levis,Atlético,Defender,11,554,0,0,3,0,1,0,13,8,9,0,1,0,91.0,1.14,93.75,2025,defender,0.0,0.0,0.2727272727272727,0.09090909090909091,0.0,50.36363636363637
cpl::Football_Player::ba9cc02d980d4b008db9154ee2ce3ccc,K. Egwu,Valour,Defender,23,1724,3,0,7,3,4,0,31,15,9,1,5,0,89.0,2.3,62.5,2025,defender,0.13043478260869565,0.0,0.30434782608695654,0.17391304347826086,0.0,74.95652173913044
cpl::Football_Player::a22a6c20e107412398d843c4ab034577,R. Romeo,Valour,Defender,17,1157,0,0,2,0,1,0,9,10,5,1,4,0,87.0,2.41,61.54,2025,defender,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,68.05882352941177
cpl::Football_Player::2643a053f0b04373b2b6da28c55fe66e,T. Antonoglou,Valour,Defender,26,2022,2,6,13,8,7,6,25,29,20,1,4,0,88.0,2.14,47.83,2025,defender,0.07692307692307693,0.23076923076923078,0.5,0.2692307692307692,0.23076923076923078,77.76923076923077
cpl::Football_Player::b48a3c5692c34ed3915577a233b54697,N. Abatneh,Atlético,Defender,25,2186,1,0,10,1,4,0,11,15,28,1,5,0,96.0,0.95,47.06,2025,defender,0.04,0.0,0.4,0.16,0.0,87.44
cpl::Football_Player::b5c2bedf649c4d0e99c3d22079bb5a16,J. Coulanges,Atlético,Defender,20,594,2,0,8,2,6,0,19,16,9,2,1,0,84.0,1.06,18.18,2025,defender,0.1,0.0,0.4,0.3,0.0,29.7
cpl::Football_Player::dbd8bd41aa5a42158cc6c3a4c952bfdf,Z. Fernandez,Valour,Defender,14,1194,1,0,2,1,1,0,19,13,22,0,1,0,88.0,2.04,48.0,2025,defender,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.0,85.28571428571429
cpl::Football_Player::f5cced86d80d4ac4b60880f88aecac15,F. Tugwell,Pacific,Defender,4,360,0,0,0,0,0,0,1,3,0,0,0,0,79.0,1.5,62.5,2025,defender,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::a742bcbb546f417d9003cfe9bf5e3676,N. Higgins,York,Defender,16,913,0,0,3,0,2,0,11,14,2,0,3,0,90.0,1.58,44.44,2025,defender,0.0,0.0,0.1875,0.125,0.0,57.0625
cpl::Football_Player::fc76edbb94da42899c7c12d79da56e2e,O. León,York,Defender,19,1705,0,1,7,1,3,1,17,19,27,0,7,1,83.0,1.43,68.89,2025,defender,0.0,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.05263157894736842,89.73684210526316
cpl::Football_Player::77494c5f1b494af9a435e32fc3ca4096,A. Bergman,York,Defender,3,42,0,0,0,0,0,0,0,1,0,0,0,0,62.0,0.0,100.0,2025,defender,0.0,0.0,0.0,0.0,0.0,14.0
cpl::Football_Player::24a77d6eb2fd4d2d875f2d3fbab2679b,R. Ferrazzo,York,Defender,23,1444,3,1,13,4,7,1,23,35,28,2,7,0,77.0,1.37,46.88,2025,defender,0.13043478260869565,0.043478260869565216,0.5652173913043478,0.30434782608695654,0.043478260869565216,62.78260869565217
cpl::Football_Player::ce073937285b4114bca2f2a3b658f3da,L. Singh,York,Defender,26,2097,0,1,9,1,4,1,24,26,5,1,7,0,87.0,1.63,66.67,2025,defender,0.0,0.038461538461538464,0.34615384615384615,0.15384615384615385,0.038461538461538464,80.65384615384616
cpl::Football_Player::daa25be58b5a4bf1a1a9adfd1aa8bd18,F. Sturing,York,Defender,21,1864,1,0,4,1,4,0,25,27,11,1,6,0,91.0,1.3,48.08,2025,defender,0.047619047619047616,0.0,0.19047619047619047,0.19047619047619047,0.0,88.76190476190476
cpl::Football_Player::c7512268d0c64e30a96e1149e696a944,C. DaSilva,York,Defender,5,66,0,0,1,0,0,0,1,1,0,0,0,0,77.0,0.0,100.0,2025,defender,0.0,0.0,0.2,0.0,0.0,13.2
cpl::Football_Player::1c3ffcc6c1e9408b9aa8b9546452a28b,L. Laing,Cavalry,Defender,22,1521,1,0,3,1,2,0,21,24,5,0,5,0,92.0,1.07,58.7,2025,defender,0.045454545454545456,0.0,0.13636363636363635,0.09090909090909091,0.0,69.13636363636364
cpl::Football_Player::f65a926f24a34b7aa5fdec34e32cb212,N. Pathé,Vancouver FC,Defender,21,937,6,0,19,6,11,0,5,23,13,4,3,0,78.0,2.11,35.48,2025,defender,0.2857142857142857,0.0,0.9047619047619048,0.5238095238095238,0.0,44.61904761904762
cpl::Football_Player::b5392c37961145ba9d2b542150ab0e2f,A. O'Connor,Vancouver FC,Defender,18,1468,0,1,5,1,1,1,22,10,10,1,5,0,82.0,2.39,71.43,2025,defender,0.0,0.05555555555555555,0.2777777777777778,0.05555555555555555,0.05555555555555555,81.55555555555556
cpl::Football_Player::da7371bc78e546b598216e0fcda77c7e,Ahmad Mansour,Pacific,Defender,2,180,0,0,0,0,0,0,4,1,3,0,0,0,88.0,2.5,100.0,2025,defender,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::c314ef65be194ced895c50a72967def8,D. Klomp,Cavalry,Defender,13,1126,2,0,7,2,3,0,8,13,4,1,3,0,91.0,1.6,56.52,2025,defender,0.15384615384615385,0.0,0.5384615384615384,0.23076923076923078,0.0,86.61538461538461
cpl::Football_Player::e3c6213d153e4ef8920df1abc6c23353,D. Konincks,Valour,Defender,9,736,2,0,3,2,3,0,7,6,1,0,2,0,92.0,1.96,57.14,2025,defender,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0.0,81.77777777777777
cpl::Football_Player::2d5018feb2d44e5796770ebc81f9db71,Rony Mbomio,Atlético,Defender,8,623,0,0,3,0,2,0,6,4,5,0,0,0,94.0,0.87,66.67,2025,defender,0.0,0.0,0.375,0.25,0.0,77.875
cpl::Football_Player::08dbc72e3b214780ae00c5258be72862,J. Belbin,Cavalry,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,midfielder,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::9a6571b3737143b79989244b08fbd50d,S. Camargo,Cavalry,Midfielder,28,2218,8,6,36,14,14,6,15,17,25,3,5,0,82.0,1.18,50.0,2025,midfielder,0.2857142857142857,0.21428571428571427,1.2857142857142858,0.5,0.21428571428571427,79.21428571428571
cpl::Football_Player::665cea6eccc741f8aef577d5196aa0be,J. McGlinchey,Cavalry,Midfielder,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,2025,midfielder,0.0,0.0,0.0,0.0,0.0,1.0
cpl::Football_Player::d80c8273244649a0841591e849fc3590,D. Gutiérrez,Cavalry,Midfielder,13,799,1,1,8,2,4,1,7,15,8,0,6,0,91.0,1.58,70.0,2025,midfielder,0.07692307692307693,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.07692307692307693,61.46153846153846
cpl::Football_Player::83cede75122b41d0aad420f4fb5daf2e,J. Daley,Cavalry,Midfielder,4,106,0,0,0,0,0,0,4,3,3,0,3,0,86.0,0.0,66.67,2025,midfielder,0.0,0.0,0.0,0.0,0.0,26.5
cpl::Football_Player::6a778700603244eeabcce04c59c6ccc0,A. Hojabrpour,Forge,Midfielder,20,1703,1,0,11,1,6,0,31,26,24,1,7,0,88.0,0.74,70.59,2025,midfielder,0.05,0.0,0.55,0.3,0.0,85.15
cpl::Football_Player::f52a8b692a56475c9c08c17236a42e86,S. Shome,Cavalry,Midfielder,20,1500,0,1,6,1,1,1,29,20,13,0,4,0,87.0,0.96,42.86,2025,midfielder,0.0,0.05,0.3,0.05,0.05,75.0
cpl::Football_Player::33b0cf3a477d454f96fe4f14c3b6125c,A. Achinioti-Jönsson,Forge,Midfielder,30,2607,1,0,10,1,3,0,27,19,45,0,1,0,90.0,0.86,52.63,2025,midfielder,0.03333333333333333,0.0,0.3333333333333333,0.1,0.0,86.9
cpl::Football_Player::0e2b6aa5fbdf49f399441b22b356d14c,K. Bekker,Forge,Midfielder,28,2170,3,2,16,5,7,2,14,14,14,1,1,0,87.0,0.87,40.0,2025,midfielder,0.10714285714285714,0.07142857142857142,0.5714285714285714,0.25,0.07142857142857142,77.5
cpl::Football_Player::3c3cd8920062442f93c9e257f9d44111,N. Jensen,Forge,Midfielder,25,1071,2,1,16,3,10,1,6,13,13,4,0,0,83.0,0.84,37.5,2025,midfielder,0.08,0.04,0.64,0.4,0.04,42.84
cpl::Football_Player::d9884452bb6e4ebd802b73a429b81f2d,Z. Bruno,Forge,Midfielder,4,137,0,0,1,0,1,0,4,5,2,0,0,1,84.0,0.66,33.33,2025,midfielder,0.0,0.0,0.25,0.25,0.0,34.25
cpl::Football_Player::9a040c91c1d2424ca095e663faf5075a,K. Kane,Forge,Midfielder,14,452,1,0,4,1,1,0,12,8,8,0,0,0,88.0,0.8,50.0,2025,midfielder,0.07142857142857142,0.0,0.2857142857142857,0.07142857142857142,0.0,32.285714285714285
cpl::Football_Player::d3d6fda71a9e4981abbb1d3785bc0dee,C. Trafford,Cavalry,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,midfielder,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::9530e64bf7744102b3eeecd7fcf46c34,E. Cissé,Forge,Midfielder,11,333,1,0,2,1,2,0,5,3,6,0,1,0,92.0,0.81,75.0,2025,midfielder,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,30.272727272727273
cpl::Football_Player::6aa0420a7a3448a49b34c863c5b11ce4,N. Myroniuk,Cavalry,Midfielder,14,356,1,0,3,1,2,0,6,4,9,1,1,0,84.0,1.77,25.0,2025,midfielder,0.07142857142857142,0.0,0.21428571428571427,0.14285714285714285,0.0,25.428571428571427
cpl::Football_Player::b2128eb98c0e4992a9bce2dd26483fb4,O. Benítez,Forge,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2025,midfielder,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::0f32aad5bf304f70bb295ab41b41b4d9,M. Henry,Cavalry,Midfielder,12,374,0,0,6,0,2,0,8,10,8,0,2,0,76.0,0.96,38.46,2025,midfielder,0.0,0.0,0.5,0.16666666666666666,0.0,31.166666666666668
